Reviews;Keyphrases
I really like the look. I really like the look and design of the Havsta pieces...I have several things in different parts of the house.;Like the look - Positive, Havsta pieces - Neutral, Design - Positive.
Not good. Not good;Not good - Negative.
Just what I expected.. Just what I expected.;Met expectations - Neutral.
Love this!. This is a great display box! Used it with the glass door and without. Very easy to put together;Great display box - Positive, love it - Positive, glass door - Neutral, easy to assemble - Positive.
Just what I needed.... Didn't know it existed when I went shopping but it works for me. I topped it with four separate Eket boxes.;Works for me - Positive, didn't know it existed - Neutral, topped with Eket boxes - Neutral.
Easy to assemble. Looks beautiful and fits perfectly for what we needed.;Easy to assemble - Positive, looks beautiful - Positive, fits perfectly - Positive.
I’ve always like the IKEA. I’ve always like the IKEA cubes, and this one is no different. Looks good and is very sturdy.;IKEA cube - Neutral, looks good - Positive, sturdy - Positive.
I love the Kallax it's. I love the Kallax it's super easy to put together. We put legs on it so it's off the floor looks very nice. My only request is that it would be nice for that particular model to have the high gloss which it does not. I'm hoping soon they will do that. Great product for the money.;Super easy to put together - Positive, put legs on it - Positive, off the floor looks nice - Neutural, would like high gloss finish - Negative, great product for the money - Positive.
I like the options available.. I am enjoying the options available to change the look.;Options available - Positive, enjoying the options - Positive.
"Nice add-on for Kallax. This is a great little add-on for the Kallax unit. Goes together real easy with 4 shelf pins. There are 4 felt strips with adhesive backing that you put on the two side panels, and then the insert just slides into place. The side panels are approx. 1/4"" thick, and the center shelf is approx. 1/2"" thick. I only had one issue where one of my Kallax cubbies was a little off (probably my fault in the original construction) and I had to tap the side of the insert pretty hard to get it in the space.";Add-on for Kallax - Positive, easy to assemble - Positive, 4 felt strips with adhesive backing - Positive, approx.
Not the same as before. I have bought five of these in the past and love the way they look and how they last. I just bought two new ones today and am very disappointed they switched out the wood sides for paper. The drawers are still wood, but the sides that support the drawers are paper and I have concerns they will tear/break down under the weight of the drawers contents. I am going to try to return these, despite Ikea's reluctance to take things back. Hey Kallax, bring back the high quality wood inserts, all wood, no paper sides, thank you!;Bought multiple times before - Positive, loved look and durability - Positive, wood sides - Positive, paper sides - Negative, concerns about durability - Negative, attempting return - Negative.
Perfect for our house!. We bought this because we had too many shoes, bags and other items piling up by the front door. This allows us to keep everything nice and neat, tucked away in little baskets and even gave us room to display a few picture frames.;Stores items nicely - Positive, Neat and tidy - Positive, Allows display of picture frames - Positive.
Easy to put together. It is a great shelf, it is sturdy, love the color! I use it to organize my kids school work and books. It is just big enough to be useful, but not too big to be in the way;Great shelf - Positive, sturdy - Positive, easy to put together - Positive, love the color - Positive, organized school work - Neutral, just the right size - Positive.
Kallax. Great product!!;Great product - Positive.
Kallax Review. I like the shelving system;Shelving system - Neutral, I like - Positive.
Love it!. Exactly what I was looking for. This product was also super easy and intuitive to assemble and I love the customizable options that Kallax storage shelves offer. I will be purchasing more shelves in the near future.;Looking for - neutral, product - neutral, super easy assembly - Positive, customizable options - Positive, will purchase more - Positive.
Love it. I love it. Its affordable, easy to put together, and great for storage;Love it - Positive, Affordable - Positive, Easy to put together - Positive, Storage solution - Positive.
Matches my Malm bedroom set. Love this unit. Lightweight and easy to assemble;Matches Malm bedroom set - Positive, Love this unit - Positive, Lightweight - Positive, Easy to assemble - Positive.
Kallax was the perfect solution. I was looking for a way to get my kids' soccer gear organized and Kallax has solved the problem. I popped a couple of Drona cubes in the top sections for their uniforms and the open bottom sections are for their shoes/cleats.;Organized soccer gear - Positive, perfect solution - Positive, included Drona cubes - Neutral, open bottom sections - Positive.
Eket System. For my Eket purchases, I’ve stuck to buying white, combining it with pieces from either white Kallax or Besta. It has worked out well in two rooms in my home.   In the smaller room there are tight spaces, a large, low window, some lower ceilings, and unexpected corners. The smaller scale of the taller Eket one- and two-door cabinets, some stacked, some not stacked, on two walls, has been combined with a run of low, white Kallax units on the other two walls.   Putting together that room, I found Eket offers many more options and combinations for storage and stylistics in small spaces, compared to larger or old-style furniture systems.   Related to sense of space, the scale and simplicity of Eket, especially when using the taller, doored cabinets, maxs out, rather than minimizes, how the large the small room feels.   For some of the Eket pieces I purchased for the small room, I choose to buy the shallower cabinets as it is easier to squeak them into tight spaces.  In a larger, long, narrow room, with a lower ceiling on one side, the combination of the smaller, randomly stacked Eket “boxes” at the tag end of a run of simple, shorter Besta “frames” (with and without feet), on a low wall, on the floor, is bringing out the best of that space. I’m thinking that’s due to the parallel repetition of long linear lines in both furniture and exposed wood posts, beams, and floor boards. The white cabinets and the simplicity of their lines again maxes out the sense of space within the narrow room.  So, 5 stars for Eket, I think, in bedroom and living room. Maybe 6 stars when scrambled in with other Ikea cabinet systems.; Small rooms - neutral, combines with Kallax or Besta - neutral, simple design - positive, maximizes sense of space - positive, offers many options - positive.
Beautiful, sturdy. Such a great piece. Easy to assemble, looks amazing, super sturdy.;Great piece - Positive, looks amazing - Positive, easy to assemble - Positive, super sturdy - Positive.
Exactly what I was looking for!. I bought this to use on it’s side, in place of a traditional (heavy/bulky) dresser. So far, it’s been perfect.;Bought for side use - neutral, perfect replacement - Positive.
Love this shelf. Shelf was very easy to put together. Love the black metal locker feel of the cabinet section and the wood shelves. I loved it so much I went back for another.;Easy to put together - Positive, black metal locker feel - Positive, loved it - Positive, went back for another - Positive.
Hard to assemble. I like them, but I forgot to put the back on before I put the last side on it. Can’t get it apart now so the back is open. Kind of silly to have an open back when I purchased doors to keep my nosy dog out of them. He can just go around to the back now.;Hard to assemble - Negative, forgot to attach back panel - Negative, doors purchased - Positive, nosy dog issue - Neutral.
4 Stars!. The stainless steel screw heads are very conspicuous. I had to paint them white to make them blend in. The rest was great as always!;Stainless steel screw heads - negative, Had to paint - negative, rest was great - positive.
Perfect storage unit. The EKET is a great storage unit. You can line them up, stack them up, hang them up or go solo. The colors are bright, and the assembly was easy.;Perfect storage unit - Positive, Eket is great - Positive, can be arranged various ways - neutral, bright colors - Positive, easy assembly - Positive.
Love it. Easy to assemble and looks really good.;Easy to assemble - Positive, looks good - Positive.
"Awesome!!. I brought four of these. Three to use to hold bottles and one to use to hold my shoes. They go really well and fit perfectly inside the cubes. They are really easy to assemble. I will be getting me some more because they are able to hold nine pairs of shoes. I do wish they were a little cheaper; however, they are worth every penny.";Bought four - Neutral, Fit perfectly - Positive, Easy to assemble - Positive, hold shoes - Positive, Will buy more - Positive, Hold nine pairs - Positive, Wish cheaper - Negative.
Nice and sturdy unit.. Nice and sturdy unit.;Sturdy unit - Positive, Positive - Neutral.
Garbage. This unit goes together like a complete piece of garbage. This is overthought. The last piece does not fit right. Had two units. Both exactly the same.;Unit goes together (garbage) - Negative, overthought - neutral, last piece doesn't fit right - Negative.
Fairly easy to put together.. Fairly easy to put together. Very Stable. Perfect size for what I wanted. I am very happy with this shelving unit.;Fairly easy to assemble - Positive, stable - Positive, perfect size - Positive, Very happy - Positive.
Great versatile product!. Great versatile product!;Great versatile product - Positive, Positive (repeated) - Positive.
Good but to shinny. We wanted the non gloss, as we have bought it in the past. Unfortunately it is not sold here anymore.;Non-gloss finish - Negative, not available - Neutral.
Great shelves. I’ve used this product in a multitude of ways. This time I bought 3 to be the base of my craft table. Love this product!;used in multiple ways - Positive, bought 3 - Neutral, love the product - Positive.
8 compartment square shelf. Nice cleanable surface;8-compartment shelf - Neutral, nice cleanable surface - Positive.
didn't fit together properly. didn't fit together properly;Didn't fit together properly - Negative, No applicable key phrases or sentiment for a blank sentence.
good bookcase. This fits exactly where I need it to, the Kallax system is pretty versatile. The quality is fine, not great but fine for the price.;Exactly where I needed it - positive, Kallax system versatile - positive, quality fine but not great - neutral, good for the price - positive.
Great for craft supply storage!. I purchased this Kallax unit to store all of my dollhouse miniature supplies. It holds a ton of things! Bankers boxes fit perfectly on the shelves if you don't want to purchase Ikea storage items. Simple to assemble, even by myself!;Great for craft supply storage - Positive, holds a ton of things - Positive, bankers boxes fit perfectly - Neutral, simple assembly - Positive.
Alternative Uses. Daughter saw it on TikTok to use these shelves to make a bunk bed with it, so she could put LED lights around it and be able to make use underneath as another space for a bed or hang out.;Alternative uses - Neutral, made bunk bed - Neutral, LED lights - Neutral, additional space - Positive.
Makes a nice little record. Makes a nice little record player station;Makes a nice little record player station - Positive.
Kallax shelf. Disappointed with lack of inserts for Black-Brown Kallax vs. White Kallax. At least 4-5 inserts only in white. Also Kallax stand is only in white.;Lack of inserts - negative.
Great bookcase. Solid construction and deep shelves for larger books.;Solid construction - Positive, Deep shelves - Positive.
It works perfectly for my. It works perfectly for my project;Works perfectly - Positive, for my project - Neutral.
. Great size for my project!;Great size - Positive.
I absolutely love this shelf.. I absolutely love this shelf. Very minimalistic and can be used in any room;Love this shelf - Positive, minimalistic - Positive, can be used in any room - Positive.
Small drawers. Work as expected. A little small;Small drawers - Neutral, work as expected - Positive.
ultimate garbage piece of furniture. This is beyond garbage. Cheaply done and impossible to put together. Not to mention dangerous when you try to slide and adjust the sides. I ended up with bruised palm of my hand. Don't buy!!;Garbage piece of furniture - negative, cheaply done - negative, impossible to put together - negative, dangerous - negative, bruised hand - negative.
Organization Necessity. Good for organizing and storage;Organizing - Positive, Storage - Positive.
Came with the wrong instructions. Disappointed. Had the wrong instructions so they still are not built.;Received wrong instructions - Negative, built yet - Neutral.
Beautiful and easy to assemble. Really easy to assemble. No tools needed. Looks great in the kallax shelving unit;Easy to assemble - Positive, beautiful - Positive, no tools needed - Positive.
Love it. I love how versatile these are. I swear I have one in every size! They are being used as a dress, toy storage, craft storage, laundry room storage, everything! And with all the add on pieces you could do just about anything with these!;Versatile - Positive, used in various ways - Positive, multiple sizes owned - Positive.
Kallax Shelf Insert. Absolutely love my Kallax shelf insert. It's a great addition to a great bookcase.;Great addition - Positive, love Kallax shelf insert - Positive.
I like the options available.. I like the options available.;Options available - Neutral, sentiment is ambiguous in original sentence.
Good buy!. Good buy!;Good buy - Positive, Positive - Positive.
🙌🏼👍. 🙌🏼👍;"Without context, it's impossible to generate keyphrases and sentiment from the sentence ""🙌🏼👍."
Perfect for a Record Stand. I bought this for my record player and I love it! I was able to put my records on another shelf. I love the look of it!;Perfect for record stand - positive, bought for record player - neutral, love look - Positive.
i was surprisingly hard to. i was surprisingly hard to assembly. For some reason we had more trouble assembling this than the other more complex furniture;Difficult to assemble - Negative.
Nice addition. Looks great, easy to install with a little help from a drill.;Looks great - Positive, easy to install - Positive.
"Awesome Storage. I watched a YouTuber build it by herself mostly and got motivated I was able to do the same just called over a helping hand to lift it. It was an easy build its sturdy and works well for me! I am using the first 3 bottom rows for my 3 boys toys storage. I got some plastic basket/bins from Target they fit perfectly. The top 2 rows are for my homeschooling supplies! I am so happy with this purchase Everytime I walk past it I feel happy it's an organized ""home"" for our things that's helped me consolidate 3 other storage items I had been using.";Easy build - Positive, sturdy - Positive, works well - Positive, organized storage - Positive, eliminated other storage items - Positive.
Keeps the dust out. Hides the storage and keeps the dust to a minimum;Keeps dust out - Positive, hides storage - Positive.
Poorly designed. This looks great, but is held together by wooden dowels. I’ve put together a ton of IKEA furniture and this is the most poorly constructed piece. There are gaps and it is not very sturdy if it is not attached to a wall. The attachment pieces were included, but not the screws. If I lived closer to the store (2hrs+ away) I think I’d return it.;Poorly constructed - Negative, looks great - Positive, held together by dowels - Negative, gaps present - Negative, not very sturdy - Negative.
Doesn't Fit. Anybody know if they changed the size of the Kallax shelves in the past year or so?  I got my Kallax shelf unit about a year ago and just got this insert today as well as the other little cat house one and neither of them fit in the square of my shelf.;Shelf unit - Neutral, Kallax shelves - Neutral, Changed size - unknown, insert doesn't fit - Negative.
Great item with affordable price. Great item with affordable price;Affordable price - Positive, Great item - Positive.
Great quality!. Loving my new Kallax! We're using a variety of them in our bedroom for dresser storage. There are so many different configurations, they work in any size room!;Great quality - Positive, Loving new Kallax - Positive, varity of configurations - Positive, any size room - Positive.
Love love love. I own several of these “cubicles” they are used differently throughout my house, my son’s apartment and the church nursery. They are perfect with so many options!!!;Love, perfect, many options - positive.
I am extremely satisfied with. I am extremely satisfied with this product. I looks grand where I have set it up for my wife's businesses';Extremely satisfied - Positive, looks grand - Positive.
Excellent. Very practice;Excellent - Positive, very practical - Positive.
Great Value for the price. I put two of this Kallax shelf together and created a minimalist luxe look. It's well-built and easy to put together.;Great value - Positive, put together 2 units - Neutral, minimalist luxe look - Positive, well-built - Positive, easy to put together - Positive.
Cubic Storage. Love Kallax storage units, solid pieces of furniture.;Love Kallax Storage - Positive, solid furniture - Positive.
Great for kids playroom to. Great for kids playroom to store books and toys.;Kids playroom - Neutral, store books and toys - neutral.
Do not buy!. Worst piece of furniture I have bought! Terrible to put together, cheaply made. The parts do not fit together and boards break!;Worst furniture - Negative, Difficult assembly - Negative, Cheaply made - Negative, Parts don't fit - Negative, Boards break - Negative.
Perfect. Ideal for storage and practicality.;Ideal for storage - Positive, Practicality - Positive.
Easy assembly. Clean design.. Easy assembly. Clean design.;Easy assembly - Positive, Clean design - Positive.
Kallax doors provide a finishing touch. These doors finish a reinvisioning of my living room with a handsome way to take advantage of the full interior of the cubes and hide my photo albums, oh-so neatly!;Finishing touch - Positive, hide items - Positive.
Using this for storage in. Using this for storage in my craft room! Just what I wanted;Storage in craft room - neutral, wanted this product - positive.
Excellent Product. This item worked great to help me organize my craft supplies.;Keyphrase 1:Organized craft supplies - Sentiment: Positive.
okay. easy to build but I never got the rail to mount it on the wall, despite it saying that it comes include, it didn't. like what was the point of me paying like $5 extra for this wall mounting unit if it didn't come with the rail to mount it.;Easy to build - Neutral, didn't get wall rail - Negative, paid extra for wall mounting unit - negative.
Perfect Pairing. Is perfect with the shelving unit for my yarn crafting accessories!;Is perfect - Positive, with shelving unit - Positive.
Kallax LOVE. I now have 4 different Kallax cube configurations in my craft space. Love the finish look of these pieces and the open storage for unlimited use.;Finish look - Positive, open storage - Positive, 4 different configurations - Neutral, love the pieces - Positive.
First rate. Exactly what I. First rate. Exactly what I needed.;First rate - Positive, exactly what was needed - Positive.
Great casual bookcase setup. Color is bright, materials are decent, holds alot of books and other various items;Bright color - Positive, decent materials - Neutral, holds lot of books and items - Positive.
Kallax. The product is easy to assemble but I have to warn you that if you buy the accessories the accessories are a little harder to assemble than the product itself when I say the accessory like the doors and drawers they take a little bit more time to assemble;Product is easy to assemble - Positive, Accessories are harder to assemble - Neutral.
Cool. Turned my shelf into a bedside table. Replaced the knobs. So cute.;Turned into bedside table - Positive, replaced knobs - neutral, Cute - Positive.
I love it!. Easy to put together. looks clean and minimalistic.;Easy to put together - Positive, minimalistic - Positive, I love it - Positive.
They work perfect in the. They work perfect in the storage unit.;Perfect in storage unit - Positive.
Easy Build-great storage. I redid my craft/office and used these for under the desk storage! Quick to build and easy- helps support the tops from sagging. Pair with Fysse all my craft projects are neatly stored.;Easy build - Positive, quick - Positive, great storage - Positive, supports desk tops - Positive, neatly stores craft projects - Positive.
Works great for us.. Works great for us.;Keyphrase 1 - Works great, Sentiment 1 - Positive.
Bookshelf. Easy directions, quick assembly, I put it together in about an hour;Easy directions - Positive, quick assembly - Positive, put together in an hour - Positive.
Just Perfect!. I bought one of these to put in our kitchen to add more storage for our items. I already loved the style, but I was worried about the color. It was a perfect rich color, so I bought another one. It was the easiest piece to put together. It took maybe 20 to 30 minutes.;Added storage - Positive, loved style - Positive, rich color - Positive, easy to put together - Positive.
Excellent Product. I chose it for the size for use in a very limited space, then realized how perfect it fit in with the color scheme in the apt. It is sturdier than it appears and was easy to put together.;Limited space - neutral, fits in with color scheme - positive, sturdy - positive, easy to put together - positive.
Nice Cubbies. These are pretty awesome for displaying things. Get some acrylic risers in there and you have the perfect display case.;Pretty awesome - Positive, display things - Positive, get acrylic risers - Neutral, perfect display case - Positive.
Love It!!. I love this unit, I use it this in my storage room/Guest room. It makes storing all my decorations and craft supply look nice and organized.;Love unit - Positive, storage room/Guest room - Neutral, makes decorations look organized - Positive, craft supplies look nice - Positive.
Very good and functional. Very good and functional;Functional - Positive, Good - Positive.
Cubbies. Easy to assemble, and solid.;Easy to assemble - Positive, solid - Positive.
Great shelf unit.. I love this shelf unit. Assembly wasn't bad and they look great.;Great shelf unit - Positive, assembly not bad - Neutral.
Awesome. I love the stand! It makes it so much airier in the room without it sitting completely on the ground;Love the stand - positive, makes room airier - positive.
Easy to put together and beautiful when done. It was great to put it together and put it up in one day and make it look beautiful and I’ve been able to distribute my craft supplies in an organized fashion.;Easy to put together - Positive, beautiful finished product - Positive, organized display - Positive.
Better than expected. Needed to changed my bookcase into a credenza and this was the perfect fix. Really elevated my piece;Perfect fix - Positive, elevated piece - Positive.
Easy to build. I actually bought three of these to make a large entertainment unit. I’m buying 2 more for my bedroom.;Easy to build - Positive, bought 3 - Neutral, buying 2 more - Neutral.
Just what I wanted. The perfect cabinet for work electronics and supplies close at hand.;Perfect cabinet - Positive, work electronics and supplies - Neutral.
Functional and Totally Usable. Great item. Quality parts and has many uses. I use mine as an airbrush station. Airbrush booth on top, compressor in a bottom cube and paint/accessory storage in the other cubes. Couldn't be happier.;Functional - Positive, Totally usable - Positive, Airbrush station - neutral, Quality parts - Positive, Many uses - Positive, Couldn't be happier - Positive.
filled the space I had. filled the space I had perfectly. Easy to put together. Looks great.;Filled the space - Positive, looked great - Positive, easy to put together - Positive.
Great shelf. I purchased this shelf about a month ago. It was easy to put together. Looks great, very sturdy.;Easy to put together - Positive, Looks great - Positive, Sturdy - Positive.
Sturdy and perfect for home. Sturdy and perfect for home gym equipment;Sturdy - Positive, perfect for home gym - Positive.
Good storage unit. I like the size, assembly is easy, not heavy at all.;good storage unit - Neutral, size - Neutral, easy assembly - Positive, not heavy - Positive.
Maximize use of space. Maximize use of space;Maximize use of space - Positive- no sentiment attached to this statement as it only represents an action or goal.
Perfect for the project I. Perfect for the project I had in mind;Perfect for project - Positive.
Very easy to put together.. Very easy to put together.;Easy to put together - Positive.
Its the good, very nice,. Its the good, very nice, and the fågelbajs!;"This sentence is not clear enough to extract keyphrases and their sentiments since it includes a phrase ""the fågelbajs"" which is meaningless in this context and does not relate to any product characteristic."
Waited for white. It took four months to have the white available when I could drive 1 1/2 hours to pick it up. I’m glad I waited. Only four stars as the unit really could have used another coat of paint - just a white wash finish—-;Waited for color - Negative, unit could have used another coat of paint - Negative.
LOVE these!. I used 5 of these and 2 double cubes and did a random shelf feature in my living room. Everyone loves them and I'm very happy with the end look. The hanging hardware (sold separate) worked wonderfully!;Used 5 shelves - Neutral, love the result - Positive, end look appreciated - Positive, hanging hardware works - Positive.
Great design. I bought this shelves and accessories a month ago and created our own unique style which matches our family room design;Created unique style - Positive, great design - Positive.
Clean and solid. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!;Assembled cabinet - Neutral, clean look - Positive, solid - Positive, smooth installation - Positive.
Don’t wait... get this now!. Love it! Looks high end for pennies :);Love it - Positive, looks high end - Positive.
Perfect size for storage of. Perfect size for storage of board games;Perfect size - Positive, storage for board games - Neutral.
Storage Unit. This unit was perfect for the space and purpose I purchased it for;Perfect for space and purpose - Positive.
Kallax 2 x 4. Very nice product. Use it for board game storage (which it does very well).;Nice product - Positive, board game storage - Positive.
The perfect piece!. Not difficult to put together, especially if two people work together. Sturdy and solid. Versatile with so many IKEA options for inserts. The frustration is chasing those inserts. Most are unavailable or not available for delivery. The use of the piece diminishes when the inserts are not available.;Easy to put together - Positive, sturdy and solid - Positive, versatile - Positive, unavailable inserts - Negative.
Well made. Have been using these at work and home for organizing and storage;Well made - Positive, organizing and storage - Neutral.
Absolutely LOVE IT!!!. It was exactly what I was looking for. A nice storage unit to organize my bedroom and put my plants on. I've purchased baskets for some of the cubbies and craft boxes (12 x 12) fit perfectly! Plus, I've rolled up my scarves and put them all into one cubbie. It's perfect for my needs!;Organizes bedroom - Positive, stores plants - Positive, perfect size for baskets - Positive, fits craft boxes - Positive, ideal for storing scarves - Positive.
No complaints. Versatile and sturdy. The newer pieces are much lighter than those from 20 years ago but still the same great product.;Versatile - Positive, sturdy - Positive, No Complaints - Positive, Newer pieces lighter - Neutral.
I’m in love with these. I’m in love with these cubes! They are clean looking, modern and are very practical!;In love with cubes - Positive, clean looking - Positive, modern design - Positive.
Wonderful quality and consistency. Love that I can rely on the coloring to match other product bought years earlier. This product lasts and is durable even after several moves.;Consistent coloring - Positive, Reliable quality - Positive, Durable - Positive, Several moves - Neutral.
Love my Kallax!. Love my Kallax!;Love my Kallax - Positive - Positive.
The kallax. Its fantastic;Fantastic Kallax - Positive.
This was not our first. This was not our first Ikea furniture to assemble, but this was incredibly easy to put together. These shelves are classic and Ikea really makes the best quality version of these vs other sellers. My only complaint is that a lot of the accessory/insert things that you can buy are usually in white. Would love to be able to buy black to match my shelves.;Easy to put together - Positive, classic design - Neutral, Ikea makes best quality - Positive, only complaint - neutral, limited accessory color options - neutral.
Good product a little difficult to assemble. Good product a little difficult to assemble. Not all of the pieces fit together quite as perfectly as I wanted, but nothing that doesn’t look great in my space. I will be buying at least one more of these because the quality for price is there.;Good product - Positive, Difficult to assemble - Negative, pieces fit imperfectly - Negative, quality for price - Positive.
My wife loved it. My wife loved it;Wife loved it - Positive.
Easy to assemble. No problem with assembly. Sturdy shelving provides lots of storage!;Easy assembly - positive, sturdy shelving - positive, provides storage - positive.
Excellent product and easiest IKEA. Excellent product and easiest IKEA furniture to put together. Works great for records/albums?;Excellent product - Positive, easiest to assemble - Positive, works great for records - Positive.
Nice products. Easy to assemble and very stable.;Easy to assemble - positive, Very stable - Positive.
Love them!. They are so easy to put together. I use them for just about everything!!!  TV entertainment center! Dressers! Extra storage in the kitchen! (Microwave sit perfectly on top and instapots fit perfectly in the cubes! So does my air fryer!);Easy to put together - Positive, used for TV entertainment center - neutral, used as dressers - neutral, used for kitchen storage - positive, microwave fits perfectly - positive, instapots fit perfectly - positive.
Just what we were looking for!. Perfect!!;Perfect - Positive, looking for - Neutral.
Perfect addition to our walk in closet. This insert is a great addition to our walk in closet remodel. The drawers glide smoothly and provide added space for small storage.;Addition to walk in closet - Positive, great addition - neutral, drawers glide smoothly - Positive, added storage space - Positive.
Very good for the price. You get what you pay for and this works perfectly;Good value - Positive, works perfectly - Positive.
Great. I love this industrial style. No complaints except the wood is a little darker than pictured.;Industrial style - Positive, love it - Positive, No complaints - Neutral, wood little darker than pictured - Neutral.
Love this.. I have bought several. Very easy to put together.;Easy to put together - Positive, bought several - neutral.
"We have 5 Kallax units so far - all serving a different purpose. It's versatile, easy to assemble, strong, ""Classic Ikea"" - did I mention versatile?!? Great for organizing kid's toys in a way that it sophisticated and durable.";Versatile - Positive, easy to assemble - Positive, strong - Positive, Classic Ikea - Neutral, Great for organizing - Positive.
excelent shelf space!. i have it in my room and its so space concious and easy to build :D very sturdy!;Space-conscious - posistive, easy to build - Positive, sturdy - Positive.
Great look for any room. Great look for any room to add the industrial look!;Great look - Positive, adds industrial appearance - Positive.
Just what I was looking for. I was looking for a way to store the various bits and pieces for different projects I am working on in my studio. My usual method was to have a pile somewhere, and add to that pile. Of course, the piles would spill into each other, and eventually became more knitting projects pile and sewing projects pile instead of Knitting Project for Customer A, Knitting Project for Customer B, Sewing Project for Customer C, Sewing project for Customer D. I also wanted a low credenza-like shelf to add work surfaces to the studio, as well. Other, similar products from other companies looked the same online, but were considerably smaller in dimensions. When turned on its side, the KALLAX is a nice height at 30 inches. The whole unit is very heavy, strong, and sturdy. I am very pleased with it.  As far as how well it works for my original needs: I can now see, at a glance, each project and its materials. When new pieces (fabric orders, button orders, new patterns) come in, I can just toss each item into its appropriate cubby, and it is not in danger of intermingling with other projects or getting lost somewhere special where I put it so I wouldn't misplace it. (You know how that goes.) Additionally, the top of the unit turned out to work very nicely as a place to mount my yarn swift, yardage gauge, baller, and scale, resulting in a very effective yarn winding station that remains out of my way, even while set up. The flat-packed package did require two people to move (as, I assume, will the final piece of furniture), but I was able to assemble it easily by myself. Everything turned out nicely square and solid.  I bought the black-brown finish. My studio has a black and white motif, and though this is not a true black, it is close enough to blend nicely with the rest of the room. It really looks more like a wood with a black stain (there is a wood-grain pattern to the finish). The unit is not solid wood, but a composite wood product, but the finish looks very wood-like.;Storage solution - Positive, various bits and pieces - Positive, low credenza-like shelf - Positive, strong and sturdy - Positive, heavy - Positive, easy to assemble - Positive, good height - Positive, blend nicely - Positive, composite wood product - Neutral.
"perfect inside closet. I have bought three and would fill my house with them!!! the cats love the compartments, the towels and sheets fit, the 12x12"" storage bins fit perfectly for the smaller items. excellent storage. great price.";Perfect for closets - Positive, cats love compartments - Neutral, fits towels and sheets - Positive, small items storage - Positive, excellent storage - Positive, great price - Positive.
Always a good choice. We’ve owned several of the Kallax storage cube units in different configurations and have been very satisfied with the quality every time. This size is perfect for storing a lot of books, which was the intended use. You can actually double up if needed (which we did). Very happy with this purchase;Owned several units - Positive, satisfied with quality - Positive, intended use for books - Positive, can be double stacked - Positive, happy with purchase - Positive.
I love. I love it because I can select the different colored boxes for my children; Love the product - Positive, Can select different colored boxes - Positive.
Solid shelf, great size, terrific. Solid shelf, great size, terrific value;Solid shelf - Positive, Great size - Positive, Terrific - Positive, Terrific value - Positive.
Sturdy cubes. The Kallax is easy to put together and is sturdier than the box store cubes. Doors and drawers are easy to add to give it a finished look plus hide storage.;Easy to build - Positive, sturdier than box store cubes - Positive, Finished look - Positive, doors and drawers add - Positive.
Great addition for play storage. This is a great addition to store toys and books in our play area for the kids. The unit is easy to assemble, looks great, and is sturdy. I will be adding some of the customizable options for cubes (doors/shelves) when they are in stock!;Great addition - Positive, easy assembly - Positive, looks great - Positive, sturdy - Positive, customizable options - Neutral.
Great product and value. Great product and value;Great product - Positive, value - Positive.
Good purchase. I love it.;Love it - Positive.
Kallax. This shelving unit is perfect for my sewing projects!!!;Perfect for sewing projects - Positive.
Kallax Drawer. This is a great addition to adding to your bookshelves for the very little items. Not sturdy. Be careful when putting together, screwed right through the front of the drawer.;Great addition - Positive, not sturdy - Negative, be careful putting together - Neutral, screwed through front of drawer - Negative.
Coffee cups!. I have this in my kitchen next to my kcup and it helps to double stack my fun coffee cups. So no more wasted space :);Organizer for coffee cups - Positive, saves space - Positive.
Excellent!!!. Sturdier than I expected! Rock solid!!;Sturdier than expected - Positive, Rock solid - Positive.
Love the look. Instructions a little difficult, but once I figured it out it turned out well. Finishes the look of my shelves;Love the look - Positive, difficult instructions - Negative.
Need another one!. This is great for my record collection, but these are difficult tlo find.;Record collection - Neutral, great for records - Positive, difficult to find - Negative.
Hard to align well. It is easy to install but hard to align well if you drilled the hole on the shelf a little off, you are unable to make the door look perfect unless re-drill the hole. I have tried to adjust the screws as the connector gives some adjustable range but the door ends up to be either hitting the bottom or not able to be closed entirely. Initially was thinking to install 2 doors now I don't wanna take a risk to screw the other cub.;Easy to install - Positive, difficult to align doors - Negative, connector has adjustable range - Neutral.
Easy install. I purchased this to be used inside my closet. I assembled it myself without difficulty. The materials are light but sturdy when assembled. Would buy another one.;Easy install - positive, purchased for closet - neutral, assembled by myself - positive, light but sturdy - positive, would buy another one - positive.
needs met. perfect for my application;Perfect for application - Positive.
Stand up shelf. Love this shelf. It has large square openings, is thick and looks more expensive than it was.;Large opening - Positive, thick - Positive, looks expensive - Positive.
Not as straightforward to assemble as in the photos.. I have been used to intuitive and error-free procedures for IKEA furniture and this at first look seems easy and straightforward. Only it is not because if you kind of mix the order of putting the sides together which is easy to do as they all seem the same then the pieces don't fit and you have to force them apart and start over. Not a particularly fun thing to do with connections relying on a rather flimsy piece of particleboard.;Not straightforward to assemble - Negative, appears easy - Neutral, mixture of sides - Negative, flimsy connection - Negative.
I am happy with this. I am happy with this new shelf;New shelf - Neutral, happy with it - Positive.
Great storage, sleek look. I love IKEA’s Kallax furniture. It is very reasonably priced, looks good and functions well.;Reasonably priced - Positive, Sleek look - Positive, Functions well - Positive, IKEA's Kallax furniture - Positive.
