text;Keyphrases
Perfect!. Had this delivered and assembled while DH was out of town. It's perfect for our huge book collection!;Perfect - Positive, huge book collection - Neuterm.
Look great. I have purchased four of these and I just love them great product and they go together really well very sturdy;Look great - Positive, great product - Positive, sturdy - Positive.
Exactly what we wanted. We bought this for use in our son’s closet. It went together easily, looks good, and is exactly what we needed.;Went together easily - Positive, looks good - Positive.
Wood pins all the same size. Wood pins for the sides are the same size as the ones from the middle, having to ‘force’ a little bit to the holes, which made at least 2 partially break;Wood pins - Neutral, same size - Neutral, partially broken - Negative.
Great Shelf Unit. Great, versatile shelf unit for the price. Very easy to assemble and configure.;Great shelf unit - Positive, versatile - Positive, easy to assemble - Positive, configure - Positive.
Great product!. I’m using this in my office as storage and it works perfect. Very easy to put together.;Great product - Positive, works perfect - Positive, easy to assemble - Positive.
Awesome storage. I am delighted to own 2 of these cubes. Most of my sewing fabric have a great home now.;Awesome storage - Positive, delighted to own - Positive, home for sewing fabric - Positive.
Can’t beat the price. For the money, you can’t find anything better. Lots of accessories available for also like doors and baskets.;Affordable price - Positive, good value - Positive, many accessories available - Neutral.
great fit for the our. great fit for the our room;Great fit - Positive, for our room - Positive.
It fits perfectly. It fits perfectly;Perfect fit - Positive.
Nice design I like how. Nice design I like how it fits in our living room .;Nice design - Positive.
"Love the Kallax shelves. Love the Kallax shelves, but so does everyone else here as we are constantly out of stock at my location and therefore very difficult to obtain. The largest of the shelves has been out for sometime now in all colors. I'm waiting for the white version patiently. Otherwise, shelf is durable, attractive and versatile which matches my current need. Keep the Kallax line coming; it's a great seller!!";Love Kallax shelves - Positive, durably built - Positive, attractive - Positive, versatile - Positive, difficult to obtain - Negative.
Kallax for closet. Works wonderfully in the closet space I purchased it for - lined up four of them to hold everything you can think of. Keeps the space neat and organized!;Kallax for closets - Positive, works wonderfully - Positive, keeps space neat - Positive, organized - Positive.
Excelente. Excelente;Excelente - Positive (This word means excellent in Spanish). No specific key characteristics are mentioned in the sentence so no other keyphrases are generated.
Perfect!!. Perfect!!;Perfect - Positive.
Nice for vinyl. Nice for vinyl;Nice for vinyl - Neutral, no clear sentiment expressed in sentence.
Size. A little bit too small...;Size - Negative.
Easy to install and nice. Easy to install and nice;Easy to install - Positive, nice - Positive.
Good bookcase. A little rockie. Not very sturdy. But great amount of storage.;Good bookcase - Neutral, some rocking - Negative, great storage - Positive.
Is the second one that. Is the second one that I buy;This sentence is incomplete and lacks clear keyphrases and sentiment.
Great for storage. We bought this to organize the items that were covering our dinning room table. The cubes are just the right size for what we needed. We bought a second unit for the office after the first worked out so well.;Great for storage - Positive, right size - Positive, organized items - Positive, bought second unit - Positive.
What i was looking for. Perfect to put my basket in. The instruction were easy to understand and assembly.;Perfect size - Positive, easy to assemble - Positive, clear instructions - Positive.
Great for first apartments.. This is an excellent storage solution which can be customized for your needs. My son is renting a 10 x 10 room, and this provided the perfect storage solution for his needs.;Excellent storage solution - Positive, customizable - Positive, perfect for first apartments - Positive.
Easy to install and look. Easy to install and look great;Easy to install - Positive, Look great - Positive.
Super functional and works as. Super functional and works as expected!!! Great value for the price light weight and easy to move.;Super functional - Positive, works as expected - Positive, great value - Positive, lightweight - Positive.
Kallax is functionable and looks. Kallax is functionable and looks beautiful;Functional - Positive, looks beautiful - Positive.
I like the Kallax cabinets.. I like the Kallax cabinets. I have several in my craft room and they are great.;Kallax cabinets - Positive.
We love our kallax shelves!. We love our kallax shelves! They are nice looking, sturdy, easy to put together and the cubes are perfect for our storage/display needs. We now have four of them in the house and highly recommend them!;Nice looking - Positive, sturdy - Positive, easy assembly - Positive, storage/display - Positive, highly recommend - Positive.
Simple, lightweight shelves. Truthful to. Simple, lightweight shelves. Truthful to the materials used. Very easy and quick to put together.;Simple - Positive, lightweight - Positive, easy assembly - Positive, truthful to materials - Positive.
Excellent value, sturdy shelves. I am very pleased - this shelf is very sturdy, was easy to assemble, and is a great value.;Sturdy shelves - Positive, easy assembly - Positive, great value - Positive.
Cube Organizer. Absolutely astounding, very easy to put together. The perfect addition to any space!;Easy to put together - Positive, perfect addition - Positive, absolutely astounding - Positive.
Love the industrial design. We have the matching low shelf unit in this series and this piece works great with that one on the same wall. Excellent value for the amount of storage it provides.;Industrial design - Positive, good value - Positive, matches low shelf unit - Positive.
Great for storing toys. But this and some 13-inch cubes - you’ll be all set!;Great for storing toys - Positive.
Another great buy!!!. Purchased this with the Enterainment piece…. They look great together!!! Love it;Great buy - Positive, looks great - Positive.
Great product! Works well for. Great product! Works well for what I purchased it for. A small bit of human error when assembling. Had to take one side off because I put it on backwards.;Great product - Positive, works well - Positive, human error - Neutral.
Very,very good!!!. Very,very good!!!;"Positive, positive - This sentence does not contain any discernible key phrases related to product characteristics, the repetition of ""very good"" only conveys strong positive sentiment towards the unknown product."
Added to our game shelf. We needed a insert that would let us put gaming mats in one of the cubes and still be able to pull out one mat without disturbing the rest. This was perfect. The only problem we had was after we put the felt on all sides we had to tear it off of 2 sides to get the insert to slide into cube.;Game shelf - Neutral, fits gaming mat - Positive, required felt removal - Negative.
Scrapbook holder. Perfect for what I bought it for… to hold scrapbooks! The cubbies are large! Very sturdy.;Perfect for holding scrapbooks - Positive, Large cubbies - Positive, Sturdy - Positive.
EASY TO INSTALL AWESOME QUALITY. EASY TO INSTALL AWESOME QUALITY;Easy to install - Positive, awesome quality - Positive.
Perfect for my craft room. Easy to assemble and works perfectly for storage in my craft room. The unit allows much flexibility with organizing supplies.;Easy assembly - Positive, works perfectly - Positive, provides flexibility - Positive.
Great value. Excellent piece for the price!;Great value - Positive, excellent piece - Positive.
Kallax divided. Just to works easy.;Easy to work with - Positive, divide (not clear what this means in this context) - Neutral.
Love it!. Love it!;Love it - Positive, Love it - Positive.
Great for Storage. I purchased this along with four doors and four cloth cubes, the end product looks nice, and conceals a lot of junk.;Great for storage - Positive, conceals junk - Neutral, end product looks nice - Positive.
Sturdy and stylish. I needed a bookcase and this fit the bill.;Sturdy - Positive, Stylish - Positive.
Many Bins!. This has been an excellent way for me to organize my yarn.;Many Bins - Positive, excellent way to organize yarn - Positive.
Great storage organizer!. I bought this shelf unit to organize my daughter's room. It's perfect and the 4 Drona storage bins help conceal any clutter. I love that you can use storage bins that are large (13x13x15). I'm so happy with this purchase.;Storage organizer - Positive, perfect for daughter's room - Positive, conceals clutter - Positive, large storage bins - Positive.
We have bought 4 of. We have bought 4 of these over the period of 2 years. We use them in our home office and sewing room. I love that you can buy doors and drawers for these units. They make this unit so versatile.;Bought 4 units - Neutral, Home office use - Positive, Sewing room use - Positive, Buy doored units - Positive, Versatile - Positive.
I love these!. I love these!;Love these - Positive, Positive - Positive.
Great and multipurpose!. I bought a couple of these for toy storage in the basement, for which they work great with the Ikea bins. Then I was trying to figure out what to put the kids' snacks on in the corner of the kitchen that would be sturdy and blend in, so I got another one for there as well. We've been using them for a couple months for toys and about a month for snack, no complaints!;Multipurpose - Positive, great for toy storage - Positive, blends in - Positive.
Does what it’s supposed to. Does what it’s supposed to do.;Functional - Neutral, does what it's supposed to do - Positive.
Drawers Drawers Drawers. I got the Kallax 3X4 system and four sets is drawers and (with a power drill screwdriver attachment) I zipped through them and hold all my small photographic equipment nice & tidy!;Kallax system - Positive, set of drawers - Positive, holds small photographic equipment - Positive, easy assembly with power drill - Positive.
Awesome. Great alternative as an attractive storage solution.;Attractive storage solution - Positive, alternative - neutral.
Love it. Makes my sewing room very organized;Makes organized - Positive, sewing room - Neutral.
Great cube system!!. Great cube system!!;Great cube system - Positive.
Flexibility to build. These are great for the price and allow the ability to manipulate them to fit multiple different shelving units. The drawers are a bit shallow on the sides, about 3” max depth, so it makes it difficult to hold a lot of anything but great for smaller things or a variety of storage areas especially when mixed with open shelves and the door insert. The insert sides are cardboard so nothing too heavy however, you won’t be able to because the size. The drawers themselves are wood and metal brackets.;Flexibility to build - Positive, Inexpensive - Positive, drawers - Neutral, shallow depth - Negative, cardboard drawer sides - Neutral.
Strong & Sturdy. I have several in different rooms. I love the eight cubby space in my arts and craft room. This 4 space cubby is in my older daughters room. Everything is nicely organized now! It is very sturdy, and easy to put together. If you are like me , who constantly shifts furniture around, this piece is great. You can stand it up tall, lay it down long, place on top of a dresser, etc.;Eight cubby space - Positive, Arts and craft room - Neutral, Four space cubby - Neutral, Sturdy - Positive, Easy to put together - Positive.
Good Product. Great addition to my home office. I have my printer on it and my files and paper in the little cubbies. My cousin came by saw mine and went and bought one for herself. Easy to assemble too.;Good product - Positive, home office addition - Positive, easy assembly - Positive.
Great storage option. This piece is working rest for our needs.;Great storage option - Positive.
Good purchase. This was very simple to put together. It is study and functions appropriately. Love the look.;Simple to put together - Positive, study - Positive, functions appropriately - Positive, love the look - Positive.
Great quality!. Super sturdy and made of great quality.;Great quality - Positive, Super sturdy - Positive.
Looks great!. Looks great!;Looks great - Positive.
Classic Kalisz goodness. Swedish furniture at its best.;Swedish furniture - Positive, classic design - Positive, Kalisz - Positive.
Easy to assemble. Great product, looks great, sturdy. Better than expected. Assembly took about 20min.;Easy assembly - Positive, looks great - Positive, sturdy - Positive, good quality - Positive.
Beautiful Shelf. Love this shelf. It is good quality and nice and sturdy. I used it as a book shelf and for my collection of plants.;Beautiful shelf - Positive, good quality - Positive, sturdy - Positive, used as bookshelf - Neutral, used as plant shelf - Neutral.
It was easy to assemble. It was easy to assemble but definitely sturdy! It is perfect for my needs.;Easy to assemble - Positive, sturdy - Positive.
Great product/furniture for anything really. I use them for files, storage, Television stand. If you add the drawers to all cubby holes it can become a chest drawer. Possibilities are really good at IKEA.  Keep up the good work IKEA, but I wish there were NEWER ideas and furniture that uses the same universal tools and parts that IKEA incorporates into there stuff.; versatile - Positive, multiple uses - Positive, well-designed - Positive, wish for new designs - Neutral.
Toy storage. Live this item. Great for toy storage;"Great for toy storage - Positive

I cannot determine if ""live this item"" is a positive sentiment, as ""live"" can also mean ""to put up with"" or ""to exist,"" and it's not clear in context whether the speaker is expressing joy or tolerance."
Good. This is a good product for a craft room. The price point is perfect.;Good product - Positive, suitable for craft room - Positive, reasonable price point - Positive.
East to install, looks great. I love the Kallax shelving unit, but these give them an even sleeker appearance and we very easy to install.;Easy to install - Positive, looks great - Positive.
Utilitarian with simple style. I got this in the As Is section of the store (my favorite!)  I didn't realize it was meant to be a TV stand until I looked it up later. I'm using it as an end piece for my IKEA Vallentuna sleeper sofa because it fits perfectly, and the glass middle shelf lets light get to the bottom shelf, where I have some ceramic decorations.  The only thing is that because it was As Is, there's permanent marker on it with some identification info, which I wish the employee hadn't done because it won't come off, though that's not an issue with this product specifically.;Simple style - Positive, utilitarian - Positive, glass middle shelf - Positive, identification info - Negative.
Love these!. Works great, love them. I hope they make them in darker colors as well;Love these - Positive, Works great - Positive.
It’s a great product. It’s a great product;Great product - Positive.
Excellent.. Excellent.;Excellent - Positive.
Sturdy little shelf!. Nice sturdy well made shelf! Bought this for toy storage for my daughters room and it worked out perfectly... very easy to assemble!;Sturdy - Positive, little shelf - Neutral, nicely made - Positive, easy to assemble - Positive.
Excellent for toy storage. I bought this unit to provide toy storage and organization. It was affordable, and does the job well. However, I wish there were more options for shelf dividers. It would be wonderful if IKEA made an insert with 5 or 6 little shelves for puzzle storage within a cube.;Affordable - Positive, provides toy storage - Positive, wish for more shelf dividers - Neutral.
Easy to put together and. Easy to put together and very sturdy;Easy to put together - Positive, sturdy - Positive.
We have Kallax shelves all. We have Kallax shelves all over our house. Whenever we're thinking about purchasing a new shelf we look to see if you have it in stock. The problem is that you do not have the inventory you used to have.;Kallax shelves - Neutral, used to have inventory - Negative.
Perfect storage unit. Looks fresh and clean. Always can depend on my Kallax to house all my houseplants & supplies.;Fresh and clean look - Positive, ideal for houseplants - Positive.
Love the line. Fantastic;Love - Positive, Fantastic - Positive.
Good value. Good value;Good value - Positive.
EKET AMAZING ENGINEERING. EKET AMAZING ENGINEERING. As we assembled these cubes, I kept saying the engineering is amazing. Such an improvement over past experiences from 15 years ago. High quality. Looks great. Very functional.;Amazing engineering - Positive, high quality - Positive, looks great - Positive.
Great Closet Storage. I've been using Kallax cubes to store my clothes for several years and really love them. They allowed me to get rid of my dresser and I like Kallax cubes much better.;Great closet storage - Positive, used for storing clothes - Positive.
Good product. Good product;Good product - Positive.
Best assembly I’ve done. Probably the easiest IKEA item to put together, works well and price wasn’t outrageous;Easy assembly - Positive, IKEA item - Neutral, affordable price - Positive.
Love it!. Love it!;Love it - Positive (This sentence does not provide specific key characteristics of the product).
Kallax Shelves. These worked out really well in our bathroom.;Kallax Shelves - Neutral, worked out well - Positive.
Great shelf for a playroom. We needed a big shelf for my sons playroom and this was perfect. Glad we went with this size and there is plenty of room to store items on top. Definitely need 2 people to stand it up one its assembled, but one person can easily assemble it on the ground. Happily surprised to see you could take it apart if you needed to move since its only held in by dowels and the screws. Fairly straighforward assembly and design.;Big shelf - Positive, lots of room to store items - Positive, easily assemble on ground - Neutral, requires two people to stand it up - Neutral, fairly straightforward assembly and design - Positive.
Best Closet Organizer. Beyond happy with my purchase! It fit perfectly in my closet to organize all my clothes I previously had on wire racks. I additionally purchased the DRÖNA bins that can fit inside the squares to put my clothes so it looks neat.;Perfect fit - Positive, organizes clothes - Positive, neat look - Positive.
Great value!. I bought the Kallax 5x5 unit for my quilting supplies. The “cubbies” are perfect for most items, but I found I need space for smaller things — these are perfect! Easy to assemble, good price, enough space, and they look great. Ordering online and picking up in the store made it even easier!;Great value - Positive, good price - Positive, easy to assemble - Positive, enough space - Positive.
Love the entire FJÄLLBO product line. I wanted furniture that would compliment my home office space. Something that would fit the masculine/stylish/classic look. This shelf was super easy to put together, and it's just the right side needed for the space I have many pieces from this line, but the one I need to complete my home office hasn't been in stock in months.;Masculine look - Positive, stylish look - Positive, classic look - Positive, easy to put together - Positive, right size - Positive.
Kallax bookcase. I love the kallax I now have 5 of them or maybe 6???; love the Kallax - Positive, have multiple units - Neutral or Positive.
Ikea changes Expedit dimensions to meet new eco goals. As an owner of several Expedit shelving unit I thought those were marvelously cost efficient and sturdy units. I finally had to break down and buy the smaller Kallax units when the need for new storage arose. The Kallax is basically a slightly smaller exterior dimension version of the Expeditor with the same interior storage shelf dimensions. However, the new units feel distinctly less robust and the exterior finish cladding also seems a bit cheaper looking. I understand that Ikea will save considerable wood product given the enormous volume of Kallax that they sell worldwide, but I still lament the passing of the better quality Expedit.;Ikea changes dimensions - Neutral, Expedit units - Positive, sturdy and cost efficient - Positive, Expedit interior storage - Neutral, Kallax units - Negative, distinctly less robust - Negative, cheaper looking finish - Negative.
Gift well received. Great color great size decent price;Great color - Positive,Great size - Positive, Decent price - Positive.
Great for customizing my Kallax unit. I love the versatility this adds to the Kallax shelf - I can customize to suit my needs and make the shelf even better;Customizing - Positive, versatility - Positive.
So worth the price!. So worth the price!;Worth the price - Positive.
Excellent. Excellent durability and quality! Easy to assemble and so practical to use for decorative needs or for a kids' playroom. Thick and very nice color. The price-performance ratio (bang for the buck) is very good here. Very satisfied!;Excellent durability - Positive, Quality - Positive, easy assembly - Positive, practical for decorative use - Positive, kids' playroom - Neutral, thick - Positive, nice color - Positive, good price-performance ratio - Positive.
Purchased for my son's first. Purchased for my son's first apartment. Looks great under his wall mounted TV.;First apartment - Neutral, looks great - Positive, wall-mounted TV - Neutral.
Works perfect for our space.. Works perfect for our space. Sturdy, good quality, a little difficult to assemble but looks great.;Sturdy - Positive, good quality - Positive, little difficult to assemble - Neutral, looks great - Positive.
Great for vinyl album storage. fits perfect in our intended space;Vinyl album storage - Positive, fits perfect - Positive.
A good addition.. A good addition.;A good addition - Neutral.
Just right. Easy assembly. Made well. Good value for price.;Easy assembly - Positive, made well - Positive, good value for price - Positive.
Record Storage Cabinet. Surprisingly easy to be put together, they look great and met my purpose of record storage and Stereo stand.;Easily put together - Positive, look great - Positive, record storage - Positive, stereo stand - Neutral.
Kallax Inserts quasi-Rock. I love the new Kallax inserts for providing hidden storage but what I dislike is that they need to be held in place by being drilled into the Kallax.;Hidden storage - Positive, need to be drilled - Negative.
Perfect for a doll-house apartment complex. My daughter and I used Eket to make a doll-house apartment complex. The pieces are sturdy enough for play and stable enough for the occasional mishap. I'm optimistic that these pieces will grow with her past the doll-house phase. Assembly was a bit more tedious than the usual ikea build.;Sturdy enough for play - Positive, stable enough for mishaps - Positive, tedious assembly - Neutral.
Love this shelving. Love this unit has so many options. Easy to put together and it’s very sturdy and strong;Love this shelving - Positive, many options - Positive, easy assembly - Positive, sturdy and strong - Positive.
Love It. Exactly what we were looking for. Easy to assemble, very sturdy. Nice addition to the bedroom for extra storage.;Love It - Positive, easy to assemble - Positive, sturdy - Positive.
Furniture and all other stuff. Furniture and all other stuff is affordable and it saves us money. Installation is easy as 1, 2, 3.;Affordable - Positive, saves money - Positive, easy installation - Positive.
Good - Would buy again.. Good - Would buy again.;Good - Positive.
The product is great. Assembly. The product is great. Assembly was a bit of a challenge as the holes didn't line up for the final screws. We had to take it apart and shorten the dowels to get the final holes to line up. It was fine after that.;Product is great - Positive, Assembly - Neutral.
Fits great and worth the wait!. So useful for sorting mail etc. worth the two month wait for it to come back in stock;Fits great - Positive, worth the wait - Positive.
Large cube unit. Really helps with organization;Large cube unit - Neutral, helps organization - Positive.
super easy to assemble, all. super easy to assemble, all wood product no particle board, great quality would totally recommend this product. great quality and great price.;Easy to assemble - Positive, all wood product - Positive, great quality - Positive, great price - Positive.
Exactly what I needed. Exactly what I needed;Exactly what I needed - Positive.
I love these Kallax cube shelves. Just perfect in the spot where I needed something.;"I love these Kallax cube shelves - Positive

Just perfect - Positive"
Drawers Inserts. Love them!!! I need to go back and get another one.  They are easy to put together, great quality and have a great amount of space inside.;Easy to put together - Positive, great quality - Positive, great amount of space - Positive, love them - Positive.
Wonderful. Wonderful;"I cannot generate keyphrases or sentiments from the sentence ""Wonderful."
So cute!! I love it. So cute!! I love it !;Cute - Positive.
bas. turned it in to a Desk works great put a top on it;Turned into a desk - Positive, works great - Positive.
Simple, easy and quick. nice shelving unit using in the laundry.;Simple - Positive, easy assembly - Positive, quick - Positive, nice shelving unit - Neutral, used in laundry - Neutral.
4 cubbie Kallax shelf. Beautiful shelf;Beautiful shelf - Positive.
A clean, sturdy storage solution.. Instructions were well thought out and easy to follow. Assembly went smoothly and it looks great.;Clean storage solution - Positive, sturdy - Positive, easy-to-follow instructions - Positive, smooth assembly - Positive.
Great Wall shelf!. Love this wall shelf! It holds everything I need it to hold!!;Great Wall shelf - Positive, holds everything needed - Positive.
Art & Storage in Plain Sight. I have Kallax units in 4 of 6 rooms of my home. These units are so versatile: stacked & rotated, mixed & matched with clean simple lines, and with some many options & accessories available. And to top it off one gets 'alot of cluck-for-the-buck'.;Versatile - Positive, clean simple lines - Positive, many options - Positive, affordable - Positive.
Perfect storage. I have two of these, one in my classroom, the other in my closet. The Drona squares fit perfectly, but so do baskets and other storage as needed.;Perfect storage - Positive, fits Drona squares - Positive, can be used with various storage - Positive.
KALLAX Insert With Door. The KALLAX insert with door adds a nice touch to the KALLAX cabinet we installed in the laundry room. It was easy to put together. While I was initially concerned about the durability of the materials, once I assembled it I changed my mind because the design and engineering addressed the things that concerned me.;Adds a nice touch - Positive, easy to put together - Positive, initial concern - neutral, addressed concerns - Positive.
Great product. Easy to put together, simple design. Can be used in many different areas of the house.;Easy to assemble - Positive, simple design - Neutral, versatile - Positive.
Got the job done. It was a little DIY project But is worked out fine;DIY project - Neutral, worked out fine - Positive.
Bought 2 for a whole. Bought 2 for a whole wall of storage. Looks great, works great. Now if there were the inserts, I need to complete the look that would be great.;Whole wall storage - Positive, looks great - Positive, works great - Positive.
Kallax Cube Shelves. Serves my purpose. easy to assemble, all parts were included, no shortages. Only problem is that they were out of stock for several months, but worth the wait.;Easy to assemble - Positive, serves purpose - Neutral, all parts included - Positive, out of stock - Negative.
Shelving. These shelves are so versatile and very sturdy. We have used them as bookshelves and organized exercise room for different equipment. Easy to put together and would recommend them.;Versatile - Positive, sturdy - Positive, easy assembly - Positive.
Wish I hadn't waited so long to get these shelves!. These are perfect for craft paper storage and they hold much more than I ever dreamed. With this 8 cube unit I can get rid of two big shelves and free up more space in my room!;Perfect for craft paper storage - Positive, holds more than expected - Positive.
Easy to assemble. Easy to assemble;Easy to assemble - Positive.
Love it. Love it;Love it - Positive, Product - Neutral.
I have three dance studios. I have three dance studios and have multitudes of them in everyone;Three dance studios - Neutral, have multitudes - Neutral.
Kallax. Good quality shelf, easy assembly.;Good quality - Positive, Easy assembly - Positive.
Great product!! This is my. Great product!! This is my 2nd time I purchased this product. It doesn't disappoint.;Great product - Positive, 2nd purchase - Neutral.
good quality. good quality;Good quality - Positive.
A versatile addition to the. A versatile addition to the studio.;Versatile addition - Neutral.
Love it. I alway use ikea furniture and this furniture here could be used it so many different ways; Love it - Positive, Ikea furniture - Neutral, versatile - Positive.
Great buy!. Perfect for what I need! Put all my professional books in two of these in my office. I like how deep each box is for larger texts.;Deep boxes - Positive, perfect for professional books - Positive, great buy - Positive.
Nice. We built it pretty quick. Sturdy and clean looking;Sturdy - Positive, clean looking - Positive, built quick - Neutral.
Good shelf. This is a good shelf. i really like quality;Good shelf - Positive, Quality - Positive.
Kallax. I needed a bookcase to fit a record collection. Most are only 12x12 inches. These are over 13 which will allow them to fit in the cubbies.;Record collection - Neutral, size larger than most - Positive.
great product, very easy to. great product, very easy to assemble, love this company and their products, goes well with everything, lightweight but very solid. drawer and door inserts are amazing as well, highly recommended.;Easy to assemble - Positive, great product - Positive, love company - Positive, solid - Positive, amazing drawer and door inserts - Positive, highly recommended - Positive.
Nice product. Great little crate;Nice product - Positive, great little crate - Positive.
Perfect Little Insert. I put this insert back twice because I didn’t want to ruin my beautiful 25 cube Kallax bookshelf. I really needed something for storage though so I bit the bullet! This insert was so easy to put together and so easy to install. It actually adds to my bookcase!;Easy to install - Positive, adds to bookcase - Positive.
Exactly what we needed. The shelves are easy to put together, and look clean solid. The many sizes make it easy to configure in an any room. Pricing is great. We’ve bought three units and they’re fantastic.;Easy to put together - Positive, clean solid look - Positive, many sizes - Positive, affordable - Positive.
Excellent and versatile. Another winner - went back to buy more to extend the wall unit in living room;Another winner - Positive, versatile - Positive, excellent - Positive, went back to buy more - Positive.
Very convenient. Very convenient; Convenient - Positive.
Great. Kallax looks great and is super sturdy. It was also easy to put together.;Great looking - Positive, super sturdy - Positive, easy assembly - Positive.
Great product. Das;Great product - Positive.
Organized. Even if what’s behind the door is less than organized having this insert will keep my space looking calm and orderly.;Keeps space looking calm - Positive, orderly - Positive.
Great value and great product. Very easy to install and looks great in any room.;Great value - Positive, Great product - Positive, Easy to install - Positive, Looks great - Positive.
Excellent product in all categories. Excellent product in all categories listed in survey!;Excellent product - Positive, all categories - Neutral.
The kallax was easy to. The kallax was easy to put together and looks great in any decor. I used mine to store my vinyl albums.. very happy;Easy to put together - Positive, looks great - Positive, stores vinyl albums - Neutral, makes happy - Positive.
Shelf Unit. Hubby and I bought this shelf unit to make some much needed storage space. It does what it is needed and has opened up the bedroom considerably as it replaced as glass table.;Made storage space - Positive, opened up bedroom - Positive.
Great TV cabinet.. Paired with 2 matching pieces to make a complete unit for my electronics. Easy to assemble! Nice air flow for the electronics.;Great TV cabinet - Positive, complete unit - Positive, easy to assemble - Positive, nice air flow - Positive.
It serves its purpose.. It serves its purpose.;It serves its purpose - Neutral.
Love it. I Love it. I use it as a TV stand.;Love it - Positive, TV stand - Neutral.
I love it!. I love the options to make a cubicle more useful in many ways.;Options - Positive, love it - Positive.
Works as needed. My cats. Works as needed. My cats jump on it but it hasn't topple over.;Works as needed - Positive, sturdy - Positive.
Great looking. It was easy to assemble and it looks great. Pretty sturdy despite the relative light weight.;Great looking - Positive, Easy to assemble - Positive, Pretty sturdy - Positive.
Perfect. Perfect yet could somehow have doors with close soft hardware;Perfect - Positive.
durable and easy. product was very easy to assemble , looks great and does what we wanted it for;Easy to assemble - Positive, Durable - Positive, looks great - Positive.
Easy and sturdy. Was amazed how easy it was to build and very sturdy;Easy to build - Positive, sturdy - Positive.
Now my room looks complete!. Now my room looks complete!;Completed look - Positive, Room looks complete - Positive.
Perfect for my needs. Affordable, easy to assemble. I stuck 2 together and added casters on bottom and 2 Lacks on top to use as a cutting table with storage in my sewing room.;Affordable - Positive, easy to assemble - Positive, perfect for needs - Positive, cutting table - Neutral.
Perfect. I love all of my kallax pieces.;Love all of my Kallax pieces - Positive.
Used this in my laundry. Used this in my laundry room work out just fine;Laundry room - Neutral, worked just fine - Positive.
I used in my craft. I used in my craft room, Great product!;Used in craft room - Positive.
Easy to put together. Easy to put together;Easy to put together - Positive, Positive - Positive.
assembly was difficult because of. assembly was difficult because of poor instructions. do more to identify small nuances where parts are one sided;Difficult assembly - Negative, poor instructions - Negative.
Awesome shelf. This shelf is amazing in my craft room! It was easy to assemble as well.;Amazing shelf - Positive, easy assembly - Positive.
Great Stuff!. Versatile and sturdy, this is a great product. We bought two for our home office/workroom and they were perfect (we mounted them horizontally on the wall). Because of the ability to mount in different orientations, stand or stack on the floor there are a lot of applications we can think of for these. It's VERY likely that we will buy a few more.;Versatile - Positive, sturdy - Positive, multiple applications - Positive, perfect for home office - Positive.
Easy and Helpful. The Kallax was very easy to put together. It fits our space perfectly and has tones of storage for books, odds and ins when using the baskets.;Easy to put together - Positive, fits space perfectly - Positive, ample storage - Positive.
Poor Design. I like IKEA. I have liked all of their furniture... until now. The single EKET squares are good and solid. This? This divided square has, maybe, half the structural integrity of a single square.;Divided square - Negative, poor design - Negative.
great for storing fabric. I'm a crafter and use these shelves to sort my fabric.;Great for storing fabric - Positive, Crafter - Neutral, used for sorting fabric - Positive.
Holds up to kids!. Sturdy and super easy to assemble;Sturdy - Positive, easy to assemble - Positive.
Nice but the details..... Looks good except there are no stickers to cover the screws and cams holding it together. Also wish the long sides weren't 1/16th of an inch lower than the short sides when assembled.;Looks good - Positive, missing screw covers - Negative, uneven long sides - Negative.
Art Room Storage. These KALLEX pieces are absolutely the best for my art Studio. I have bought many pieces and they all fit nicely together for extra space when the largest piece just isn’t enough. We stacked them on top of the 5 x 5 KALLAX. They’re a perfect match.;Best for art studio - Positive, fit nicely together - Positive, extra space - Positive.
Product as advertised. Product as advertised;Product as advertised - Neutral, No keycharacteristics or sentiments found in the sentence that are not part of the product description itself.
Love it!. Perfect craftroom storage!;Love it - Positive, craftroom storage - Neutral.
Kallax big shelf wobbles a bit. The cubicles are nice. The frame could use some sort of diagonal reinforcement.  The wall attachments help, but when you are tilting it up after building or manoeuvring it into position, it can tilt side to side a bit, even with the screws torqued tight.;Wobbles a bit - Negative, nice cubicles - Neutral, frame - Neutative, diagonal reinforcement needed - Negative, tilts side to side - Negative, wall attachments help - Positive.
Great little shelf. Easy to assemble. Sturdy. Like the slim profile. Great addition to my craft room.;Great little shelf - Positive, easy to assemble - Positive, sturdy - Positive, slim profile - Neutral, great addition - Positive.
Love it!. Quick to assemble and is nice and sturdy.;Quick assembly - Positive, sturdy - Positive.
Great product for the price.. Great product but would like to see more options for elevated base.;Great product - Positive, for the price - Positive, more options for elevated base - Neutral.
Perfect for my Craftroom!. Exactly what I needed to add to my craftroom for additional storage of things.;Additional storage - Positive, needed for craftroom - Positive.
Perfect. Easy to assemble. Perfect for keepsakes and sewing related items!;Easy assembly - Positive, Perfect for keepsakes - Positive, sewing related items - Neutral.
A great drawer for my Kallax. I purchased these to go into my Kallax and they were easy to put together and install. I didn't know these were actually screwed into the shelf unit until was putting them together. It wasn't difficult to screw them in. Also, make sure your Kallax is square or else you might have issues installing them in the shelf unit.;Easy to put together - Positive, install in Kallax - Neutral, screwed into shelf unit - Positive.
Great product. They go together easily, look great, sturdy and functional.;Easily goes together - Positive, look great - Positive, sturdy - Positive, functional - Positive.
